Stage,Year,Player_ID,Transaction,Team,Position_Group,Money,Years/Original_Position,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2069,30385,retired,3,P,0,0,0
Pre-Staff Draft,2069,31825,retired,12,WR,0,0,0
Pre-Staff Draft,2069,31989,retired,3,T,0,0,0
Pre-Staff Draft,2069,32392,retired,0,S,0,0,0
Pre-Staff Draft,2069,32661,retired,20,WR,0,0,0
Pre-Staff Draft,2069,32733,retired,8,C,0,0,0
Pre-Staff Draft,2069,32865,retired,29,T,0,0,0
Pre-Staff Draft,2069,32881,retired,28,T,0,0,0
Pre-Staff Draft,2069,32921,retired,26,K,0,0,0
Pre-Staff Draft,2069,33237,retired,1,S,0,0,0
Pre-Staff Draft,2069,33480,retired,22,TE,0,0,0
Pre-Staff Draft,2069,33484,retired,16,TE,0,0,0
Pre-Staff Draft,2069,33537,retired,10,WR,0,0,0
Pre-Staff Draft,2069,33627,retired,22,G,0,0,0
Pre-Staff Draft,2069,33678,retired,20,G,0,0,0
Pre-Staff Draft,2069,33680,retired,17,G,0,0,0
Pre-Staff Draft,2069,33831,retired,6,DE,0,0,0
Pre-Staff Draft,2069,33879,retired,5,DE,0,0,0
Pre-Staff Draft,2069,34047,retired,10,CB,0,0,0
Pre-Staff Draft,2069,34240,retired,3,RB,0,0,0
Pre-Staff Draft,2069,34309,retired,12,TE,0,0,0
Pre-Staff Draft,2069,34317,retired,26,TE,0,0,0
Pre-Staff Draft,2069,34346,retired,2,C,0,0,0
Pre-Staff Draft,2069,34444,retired,29,C,0,0,0
Pre-Staff Draft,2069,34476,retired,12,C,0,0,0
Pre-Staff Draft,2069,34536,retired,6,G,0,0,0
Pre-Staff Draft,2069,34656,retired,5,DE,0,0,0
Pre-Staff Draft,2069,34678,retired,23,DE,0,0,0
Pre-Staff Draft,2069,34728,retired,22,DT,0,0,0
Pre-Staff Draft,2069,34751,retired,13,DT,0,0,0
Pre-Staff Draft,2069,34752,retired,19,DT,0,0,0
Pre-Staff Draft,2069,34775,retired,1,ILB,0,0,0
Pre-Staff Draft,2069,34897,retired,29,CB,0,0,0
Pre-Staff Draft,2069,34927,retired,19,CB,0,0,0
Pre-Staff Draft,2069,34980,retired,13,S,0,0,0
Pre-Staff Draft,2069,35127,retired,1,FB,0,0,0
Pre-Staff Draft,2069,35153,retired,14,TE,0,0,0
Pre-Staff Draft,2069,36164,retired,9,G,0,0,0
Pre-Staff Draft,2069,36446,retired,23,OLB,0,0,0
Pre-Staff Draft,2069,37234,retired,3,OLB,0,0,0
Pre-Staff Draft,2069,38194,retired,23,CB,0,0,0
Pre-Staff Draft,2069,38834,retired,17,DE,0,0,0
Pre-Staff Draft,2069,38961,retired,27,ILB,0,0,0
Staff Draft,2069,38085,changed primary position,1,ILB,0,MLB,SILB
Staff Draft,2069,40630,changed primary position,1,ILB,0,MLB,WILB
Staff Draft,2069,43147,changed primary position,1,ILB,0,MLB,WILB
Staff Draft,2069,36434,changed primary position,4,ILB,0,SILB,MLB
Staff Draft,2069,43161,changed primary position,4,ILB,0,SILB,MLB
Staff Draft,2069,33944,changed primary position,6,OLB,0,SILB,WLB
